1	4	10.288705121542662
1	5	7.518775830927883
2	5	-0.5267029095261517
3	5	-0.22372410796138595
1	6	7.523109567116784
2	6	-0.9815046562410837
3	6	-0.8906818342966991
4	6	-0.8078978807464274
1	7	11.31190676004082
2	7	-0.8671766797977625
3	7	-0.9787662569029533
4	7	-0.9098672205228874
5	7	-0.7547939836537603
6	7	-0.3986575178928337
2	8	0.4813658833412096
3	8	-0.8775393462417885
4	8	-0.9764147930948228
5	8	-0.9769596931592537
6	8	-0.8920920174888671
7	8	-0.7418214046194451
3	9	-0.4374401305216644
4	9	-0.9006039400393677
5	9	-0.9101324149168287
6	9	-0.980872284948473
7	9	-0.9102824700573247
8	9	-0.7876821651125967
9	9	-0.43619816074365747
5	10	-0.5540396193560513
6	10	-0.8918289184971904
7	10	-0.9770363850929698
8	10	-0.9770577560767821
9	10	-0.8920212832238854
10	10	-0.7056688422866989
6	11	-0.49047654219810194
7	11	-0.8494832278680151
8	11	-0.9102102219374304
9	11	-0.980844252020665
10	11	-0.9102393776186708
11	11	-0.805947520811186
12	11	-0.4553607101624383
8	12	-0.6335222658446527
9	12	-0.8919643012730423
10	12	-0.9770476997541317
11	12	-0.9770521271835118
12	12	-0.8919909954933699
13	12	-0.675140461336194
9	13	-0.4781380595469163
10	13	-0.8278781182504541
11	13	-0.9102170649236645
12	13	-0.9808410679883788
13	13	-0.9102207055165552
14	13	-0.821455811548081
15	13	-0.4691603923012484
11	14	-0.6725517083672622
12	14	-0.8919851936351663
13	14	-0.9770512806129037
14	14	-0.9770486769954253
15	14	-0.8919719277505707
16	14	-0.6386733562382266
12	15	-0.46459684409726343
13	15	-0.8122079771131774
14	15	-0.9102312780044773
15	15	-0.9808428438509289
16	15	-0.9102117753312122
17	15	-0.8403298203186266
18	15	-0.4809027515435163
14	16	-0.7033438872961093
15	16	-0.8920087381107028
16	16	-0.9770559294363621
17	16	-0.9770419926252729
18	16	-0.8919076833770083
19	16	-0.5745769012541622
15	17	-0.448365228840084
16	17	-0.7960053606345411
17	17	-0.910264113933695
18	17	-0.980861398492592
19	17	-0.9102256453718092
20	17	-0.8774739739859527
21	17	-0.47191438981091527
17	18	-0.7380192150808863
18	18	-0.8920685966156927
19	18	-0.9770458455429013
20	18	-0.9769665279386524
21	18	-0.88751978398517
22	18	-0.267325534812878
18	19	-0.4218978353625895
19	19	-0.7717344607269865
20	19	-0.9102936438706335
21	19	-0.9813070555564588
22	19	-0.9016551378812243
23	19	-1.2255721334164988
24	19	8.863806472342425
20	20	-0.7972968656000199
21	20	-0.892328331772023
22	20	-0.9781722890712472
23	20	-0.9706145780028503
24	20	6.507253649691936
21	21	-0.3509884096513328
22	21	-0.7056515319260475
23	21	-0.900431020104894
24	21	5.541122770569039
23	22	-0.8310902945052208
24	22	6.306830672150835
24	23	10.907408637324885
