-3.141592653589793,-449.25678181821553-5.576909278668062*^-13*I
-3.141592653589793,116.56864370732569+2.907139715572479*^-14*I
-3.141592653589793,-78.51383539296194+3.176136170032918*^-14*I
-3.141592653589793,45.41640045774671+1.729352498080484*^-14*I
-3.141592653589793,-37.9922975675121+3.49062565729675*^-14*I
-3.141592653589793,28.49610330647035+1.5632922548742503*^-14*I
-3.141592653589793,-24.65281578931199-2.6344187756877545*^-14*I
-3.141592653589793,21.058483223017816+1.4604724240959205*^-14*I
-3.141592653589793,-19.212248964766722+5.922190440005631*^-15*I
-3.141592653589793,18.26690686660209+2.630735568032737*^-19*I
-3.141592653589793,17.62276855596874-9.409683678403853*^-16*I
-3.141592653589793,-17.55605617478335-1.8146436831839514*^-15*I
-3.141592653589793,17.495761302101155-2.730540640099199*^-15*I
-3.141592653589793,17.481723292840474+1.0237966808701923*^-15*I
-3.141592653589793,17.466067643543383-7.071467068980094*^-15*I
-3.141592653589793,17.456787396114283+2.5525040850340902*^-15*I
-3.141592653589793,-17.406104909948013+3.062877364952124*^-17*I
-3.141592653589793,-17.373641220590244+2.5451320703929514*^-15*I
-3.141592653589793,-17.354137011185443-5.860344001734877*^-16*I
-3.141592653589793,-17.287368528775133+7.256587984716057*^-16*I
-3.141592653589793,-17.148637905546465-1.9172923087837043*^-15*I
-3.141592653589793,17.124358915046038+3.1458226970883205*^-15*I
-3.141592653589793,-17.117924525399108-1.2756786137604045*^-17*I
-3.141592653589793,-17.081484080747988-7.141830968984332*^-15*I
-3.141592653589793,16.368618805632458-5.729337175738492*^-16*I
-3.141592653589793,16.340953556707806-3.6330922577951066*^-15*I
-3.141592653589793,-16.141480973837503+1.437218552374216*^-15*I
-3.141592653589793,-16.062517685960152-8.383608781571947*^-15*I
-3.141592653589793,-16.01412176554791-1.2220851002779984*^-16*I
-3.141592653589793,15.93670760042521-1.4381386591940778*^-15*I
-3.141592653589793,15.766995833396665+3.4563643971497915*^-15*I
-3.141592653589793,-15.337251055326819-2.7887718546598576*^-15*I
-3.141592653589793,15.232348101401216-3.929698378373809*^-15*I
-3.141592653589793,-14.677174540422566-3.560328647477871*^-15*I
-3.141592653589793,14.614908870514641+3.153310949835203*^-15*I
-3.141592653589793,14.284390525494402-5.3663659166509683*^-17*I
-3.141592653589793,-14.193561736371118-1.791317887454298*^-16*I
-3.141592653589793,14.062873732968416-4.964599131770603*^-15*I
-3.141592653589793,-13.955872258035384-2.1814844999548757*^-15*I
-3.141592653589793,13.90638392317931+7.236382988095669*^-16*I
-3.141592653589793,13.778807167984832-1.3424029289270763*^-15*I
-3.141592653589793,-13.74676497438617+1.6194459712272564*^-15*I
-3.141592653589793,13.579912984316204-2.619497058389706*^-15*I
-3.141592653589793,-13.571543877739707-8.076849556218092*^-16*I
-3.141592653589793,-13.497249983670361-4.311986157682657*^-16*I
-3.141592653589793,13.163688717071382+3.5141003492132217*^-15*I
-3.141592653589793,13.036489148319763+5.817327945263543*^-15*I
-3.141592653589793,-12.9745316096255+7.307141339921034*^-16*I
-3.141592653589793,12.768133587215221-1.7588626830877592*^-15*I
-3.141592653589793,-12.703486110082238+3.91417900192715*^-15*I
-3.141592653589793,12.527882548688888-2.309332760589506*^-15*I
-3.141592653589793,-12.486011572575231-7.894905122453644*^-16*I
-3.141592653589793,-12.371441278161699-7.615429331200767*^-16*I
-3.141592653589793,-11.9409179262991-3.546393458072231*^-15*I
-3.141592653589793,11.921512422335713+4.073184351686884*^-15*I
-3.141592653589793,-11.71693744082329-3.709658143735826*^-15*I
-3.141592653589793,11.702102524621033+1.3842569344579262*^-15*I
-3.141592653589793,11.49294847881815-6.585982907891482*^-16*I
-3.141592653589793,11.447532074086462-3.0148427290890895*^-16*I
-3.141592653589793,-11.3430789884413+2.9452001046830166*^-15*I
-3.141592653589793,-11.290597082660847-2.7377057309503625*^-15*I
-3.141592653589793,11.230836548824945+1.3379119469870125*^-17*I
-3.141592653589793,-11.18258815055977-1.1569003918524377*^-14*I
-3.141592653589793,11.102500966179742+1.3322234347380547*^-15*I
-3.141592653589793,-11.07637055552876-2.501025827854911*^-15*I
-3.141592653589793,11.000630938734533-1.999051682816739*^-15*I
-3.141592653589793,-10.952615153302792+2.895132975002377*^-15*I
-3.141592653589793,-10.908514489918492-2.4002763861072975*^-18*I
-3.141592653589793,10.880760036667716-1.3053343859029204*^-15*I
-3.141592653589793,-10.76637224879285+3.869628678684863*^-15*I
-3.141592653589793,10.749193320718804-6.300535754274797*^-16*I
-3.141592653589793,-10.705493652774212+3.931969257347789*^-15*I
-3.141592653589793,-10.573624537693505-6.317080879781867*^-16*I
-3.141592653589793,10.55272164237248-3.825178691707025*^-15*I
-3.141592653589793,10.475793872674085-5.815320949542895*^-16*I
-3.141592653589793,10.401480111730226-1.2542544567314028*^-15*I
-3.141592653589793,10.274257398763794-1.706473396761136*^-15*I
-3.141592653589793,-10.27160332299183-2.6163819213008777*^-16*I
-3.141592653589793,10.207988610473684+2.722240231339139*^-16*I
-3.141592653589793,-10.097457539857269-1.5316427960055446*^-16*I
-3.141592653589793,10.016398699324053-1.1769666714713892*^-15*I
-3.141592653589793,9.979607606744967+1.4673507616837926*^-15*I
-3.141592653589793,-9.976985312584043+2.40654549545086*^-15*I
-3.141592653589793,-9.795445555421633-2.0586274195914877*^-15*I
-3.141592653589793,9.718243336650058-7.363226664391907*^-16*I
-3.141592653589793,-9.66678885300595+1.1247077794593083*^-16*I
-3.141592653589793,9.539779432792189-5.796338518199534*^-15*I
-3.141592653589793,-9.451190233091049-5.5753071220167*^-16*I
-3.141592653589793,9.362911197931806+3.225910196366111*^-15*I
-3.141592653589793,-9.340434623898044-3.727538852594652*^-15*I
-3.141592653589793,-9.240928510130015+1.1305899563915563*^-15*I
-3.141592653589793,9.228476137546627-2.7427388483570515*^-15*I
-3.141592653589793,9.205886229331112-1.9061793853343873*^-15*I
-3.141592653589793,-9.156442712372211+2.9174371616377345*^-15*I
-3.141592653589793,9.121278761041705+3.4123180196903107*^-15*I
-3.141592653589793,9.077617823008254+2.0734305947413997*^-16*I
-3.141592653589793,-9.071107597688432-2.623115400194416*^-15*I
-3.141592653589793,-8.970723338056361+4.945607310469569*^-16*I
-3.141592653589793,8.908819453532526-1.2932463520321046*^-15*I
-3.141592653589793,-8.764167141440904-4.7086846049655944*^-15*I
-3.141592653589793,8.714043777669124+3.377503486459578*^-15*I
-3.141592653589793,-8.65892980906155-3.555964390723599*^-15*I
-3.141592653589793,8.601207954701522+9.360175341158964*^-16*I
-3.141592653589793,-8.504174046218962-7.412203072161037*^-17*I
-3.141592653589793,8.491599631400533+3.68017932930853*^-15*I
-3.141592653589793,8.423945094309033-2.3878696662030566*^-15*I
-3.141592653589793,-8.381769257878343-7.637207175937769*^-16*I
-3.141592653589793,-8.27347244423543-1.0618882660325563*^-15*I
-3.141592653589793,-8.24373912113799-3.481072880641267*^-15*I
-3.141592653589793,8.173581553094689-1.5805616521625049*^-15*I
-3.141592653589793,-8.111554078470196-1.7142736447275459*^-15*I
-3.141592653589793,7.96821708393474-1.2936840120322574*^-15*I
-3.141592653589793,-7.958883727772736-2.9715313258638837*^-15*I
-3.141592653589793,7.827046458956587+2.0011599375073395*^-15*I
-3.141592653589793,7.71518354930354-1.232602945954021*^-15*I
-3.141592653589793,7.650407161651261-1.4597934561532894*^-15*I
-3.141592653589793,-7.562318511656183-1.029321773201097*^-14*I
-3.141592653589793,7.460442180163793+2.867965354047*^-16*I
-3.141592653589793,-7.336942229810011-3.672489815623412*^-15*I
-3.141592653589793,7.268718068386725+8.061342660062965*^-17*I
-3.141592653589793,-7.23378248444736-1.672432046569282*^-15*I
-3.141592653589793,-7.209121994080524-2.5628599864645506*^-15*I
-3.141592653589793,-7.148574520491218-1.2901353345363975*^-16*I
-3.141592653589793,-6.998894770580088+3.7978109541816277*^-16*I
-3.141592653589793,-6.954273233511337+2.0297300072160865*^-15*I
-3.141592653589793,6.8610522326499375-6.267710577401493*^-16*I
-3.141592653589793,-6.714625937058809+1.777626738841442*^-15*I
-3.141592653589793,6.4876653002951095+5.597429696405243*^-16*I
-3.141592653589793,-6.285562350277558+2.596541832628806*^-15*I
-3.141592653589793,6.057828731716829-5.489454997965914*^-16*I
-3.141592653589793,-5.857812055037138+2.347883566223258*^-15*I
-3.141592653589793,5.624978674434143+3.0062715411741062*^-15*I
-3.141592653589793,-5.397245319159577-2.6265204913725744*^-15*I
-3.141592653589793,5.210362565894043+4.061571584835679*^-15*I
-3.141592653589793,-4.992930816734602+6.716064167445895*^-15*I
-3.141592653589793,4.891863976227128+4.576425425010141*^-15*I
-3.141592653589793,4.6430231945634794+3.736369386816685*^-15*I
-3.141592653589793,-4.588089049778093+3.861538528618825*^-15*I
-3.141592653589793,4.325961081608831+2.719228635472762*^-15*I
-3.141592653589793,-4.194087023536143+3.2278875755841307*^-15*I
-3.141592653589793,4.042075958238185+8.424914341692783*^-16*I
-3.141592653589793,-3.885065962679869+2.295110206828273*^-15*I
-3.141592653589793,3.8241649524988994+4.8894330843411835*^-19*I
-3.141592653589793,3.788392491454566-5.002003809817736*^-16*I
-3.141592653589793,3.769506207110358+2.6127297231964567*^-15*I
-3.141592653589793,3.6828946922293215+2.1112625508453034*^-15*I
-3.141592653589793,-3.677051474831684-3.672113743323014*^-15*I
-3.141592653589793,3.6276774492467645+3.3195144969573297*^-15*I
-3.141592653589793,3.542985101838547-8.650257939735645*^-16*I
-3.141592653589793,3.483865586471547+1.4651506605437595*^-15*I
-3.141592653589793,-3.4658675593393773-1.3666803360068582*^-15*I
-3.141592653589793,-3.404045754895869+2.0729617721584842*^-16*I
-3.141592653589793,-3.378415579295315+1.7404927971497973*^-15*I
-3.141592653589793,3.346156881170927+7.105585461921789*^-16*I
-3.141592653589793,3.304512419041104-1.588333511344103*^-15*I
-3.141592653589793,-3.2459237725306607-9.849443681557532*^-16*I
-3.141592653589793,3.195661810626186+7.972330096579213*^-16*I
-3.141592653589793,-3.1904144315548653-1.697924134752702*^-15*I
-3.141592653589793,3.186211310432375-2.61603806411909*^-15*I
-3.141592653589793,-3.0377988583671978-1.102403498230381*^-15*I
-3.141592653589793,-2.982529764842752-1.3579300038249853*^-15*I
-3.141592653589793,-2.836407519651377+8.766664530799859*^-16*I
-3.141592653589793,-2.799634904806069-1.1043876758955975*^-15*I
-3.141592653589793,-2.690151741758432-4.741831502318237*^-16*I
-3.141592653589793,-2.676422659907033+7.741385750480854*^-16*I
-3.141592653589793,1.7519302440313016+8.527528645723193*^-15*I
-3.078760800517997,-448.242258366486-1.3736393948769005*^-12*I
-3.078760800517997,116.28243478911568-1.1140360079475457*^-13*I
-3.078760800517997,-78.28511444192097-7.895906306048594*^-14*I
-3.078760800517997,45.30641603719901-1.6015427859463105*^-14*I
-3.078760800517997,-37.884711592947774-6.248413089535878*^-16*I
-3.078760800517997,28.446793806128394-1.7770842755554336*^-14*I
-3.078760800517997,-24.597955161259925+1.2733078337099954*^-14*I
-3.078760800517997,21.03146099297572-1.3891254656733095*^-15*I
-3.078760800517997,-19.188497600108697+9.165316998516665*^-15*I
-3.078760800517997,18.258878264411166+5.290906702155973*^-16*I
-3.078760800517997,17.623389465927517-8.105186051997951*^-16*I
-3.078760800517997,-17.555236351566588+1.6008888373255114*^-16*I
-3.078760800517997,17.49974578554586-2.532965243670248*^-15*I
-3.078760800517997,17.48539402383214-4.716036905184192*^-15*I
-3.078760800517997,17.46977879973203-5.482967182962673*^-15*I
-3.078760800517997,17.46036134894727-2.440556091923778*^-15*I
-3.078760800517997,-17.41017464253908-2.4584006927857047*^-15*I
-3.078760800517997,-17.377588059980418+7.338042300384794*^-16*I
-3.078760800517997,-17.357772582706232+2.1858379228386785*^-15*I
-3.078760800517997,-17.289273957169993+2.417242593555065*^-16*I
-3.078760800517997,-17.151941311450887+6.536731800318521*^-16*I
-3.078760800517997,17.126533592774685+1.2610038787812437*^-15*I
-3.078760800517997,-17.12079920823057+3.0762296526677335*^-15*I
-3.078760800517997,-17.082185090937845+5.326681278189301*^-15*I
-3.078760800517997,16.371320020844156-2.690744607004235*^-15*I
-3.078760800517997,16.3441045888676+1.0651611528020875*^-15*I
-3.078760800517997,-16.143191732933634+5.586783535069738*^-15*I
-3.078760800517997,-16.065291822961306-4.40460853514028*^-15*I
-3.078760800517997,-16.01519840138139+8.071501640549383*^-15*I
-3.078760800517997,15.940213198061612+5.896085241297442*^-15*I
-3.078760800517997,15.768295355238235+3.891287086404027*^-15*I
-3.078760800517997,-15.336448855224885-5.075941944856675*^-16*I
-3.078760800517997,15.232515049752985+9.596215206345228*^-15*I
-3.078760800517997,-14.678232471861538-5.52873327024305*^-15*I
-3.078760800517997,14.61572413266929+1.1002652195377564*^-15*I
-3.078760800517997,14.28779310241339-7.390361705387433*^-16*I
-3.078760800517997,-14.195314641864702-1.0492435245343678*^-15*I
-3.078760800517997,14.066578912810199+2.4754418976082344*^-15*I
-3.078760800517997,-13.958746553061452-5.350750580490849*^-15*I
-3.078760800517997,13.90939881745217+5.798860402607856*^-16*I
-3.078760800517997,13.78135709735918-5.735788113333841*^-15*I
-3.078760800517997,-13.749750475694428-4.350324865867098*^-16*I
-3.078760800517997,13.582141862274877+1.7359744668817077*^-15*I
-3.078760800517997,-13.574673499447663-2.3936691939006177*^-15*I
-3.078760800517997,-13.498588804879903+1.4737681103946052*^-15*I
-3.078760800517997,13.164785892586767-6.245809586531843*^-16*I
-3.078760800517997,13.037056504842472+4.19055265185002*^-15*I
-3.078760800517997,-12.974805874986796-1.0634411358698094*^-16*I
-3.078760800517997,12.76940993197425-3.268468594057236*^-15*I
-3.078760800517997,-12.704596817934386-5.481996243560535*^-16*I
-3.078760800517997,12.528656051439429+6.956959558781297*^-15*I
-3.078760800517997,-12.488148108073357+2.0908935443956806*^-15*I
-3.078760800517997,-12.3736394636512-2.0617650792281084*^-15*I
-3.078760800517997,-11.943741321291553-7.026305245534559*^-15*I
-3.078760800517997,11.924679455594367-1.9510915602397443*^-15*I
-3.078760800517997,-11.718650524851208+2.9156620409615514*^-15*I
-3.078760800517997,11.704391882583433+8.403735436940229*^-16*I
