-3.141592653589793	-119.16940866802452-7.352743589015778*^-13*I
-3.141592653589793	119.1694086680239-3.931773217169123*^-13*I
-3.141592653589793	93.72596956380322+2.3721708564428053*^-13*I
-3.141592653589793	-93.72596956380319+1.568544835998591*^-13*I
-3.141592653589793	34.1162572668251-4.223018599865615*^-14*I
-3.141592653589793	-34.11625726682494-3.381712431807616*^-14*I
-3.141592653589793	-26.56424752703301-1.3549585273943812*^-13*I
-3.141592653589793	26.564247527032727-2.669616262814361*^-14*I
-3.141592653589793	-21.86514905147969+1.2690220975076197*^-15*I
-3.141592653589793	21.865149051479538+6.262813905567797*^-16*I
-3.141592653589793	-21.80006381425787-3.572910864651334*^-17*I
-3.141592653589793	21.80006381425776-2.3283410192749754*^-16*I
-3.141592653589793	-21.696577585122796+5.085186045638998*^-16*I
-3.141592653589793	21.696577585122743+1.4445466181005898*^-16*I
-3.141592653589793	21.562050980962194-3.7126616790139315*^-16*I
-3.141592653589793	-21.56205098096216+1.4750170100715365*^-16*I
-3.141592653589793	-21.524649831835287+3.113897252543256*^-16*I
-3.141592653589793	21.52464983183526+1.9401407097932861*^-16*I
-3.141592653589793	-21.464208158954303-3.5831105195948854*^-16*I
-3.141592653589793	21.46420815895428+3.997570718371074*^-16*I
-3.141592653589793	21.38707328197222+7.913618367291511*^-17*I
-3.141592653589793	-21.387073281972167+3.0980187423915463*^-16*I
-3.141592653589793	21.343411061763412+2.949844150201794*^-16*I
-3.141592653589793	-21.34341106176334-3.21358607300828*^-16*I
-3.141592653589793	-21.211842003903744+2.698725242617886*^-16*I
-3.141592653589793	21.211842003903584+1.0652175136917205*^-16*I
-3.141592653589793	-21.16789734105701+5.44929923793826*^-17*I
-3.141592653589793	21.167897341056843-5.650814173185785*^-16*I
-3.141592653589793	-21.01829969670771-8.009263097080061*^-16*I
-3.141592653589793	21.018299696707615+1.3645582707002884*^-16*I
-3.141592653589793	20.97993243369339+7.918675214082394*^-16*I
-3.141592653589793	-20.979932433693367-6.156099567847243*^-16*I
-3.141592653589793	-20.954064933578927+9.699351745987096*^-16*I
-3.141592653589793	20.954064933578767-4.1561560152639245*^-16*I
-3.141592653589793	-20.892507752617508+9.98068546501969*^-16*I
-3.141592653589793	20.892507752617366-5.570818427057634*^-15*I
-3.141592653589793	20.83856342904052-1.3470658655559911*^-15*I
-3.141592653589793	-20.83856342904048+1.3246464361855497*^-15*I
-3.141592653589793	-20.7516631639353+2.9681677685087585*^-15*I
-3.141592653589793	20.75166316393518-1.2062763716145117*^-15*I
-3.141592653589793	-20.70192826665905-1.2213416172115948*^-15*I
-3.141592653589793	20.70192826665896-2.0478960593982213*^-15*I
-3.141592653589793	-20.650993944747867-1.3135068648631777*^-15*I
-3.141592653589793	20.650993944747718+2.980146250651357*^-15*I
-3.141592653589793	20.5266523977563+1.7331249749957406*^-16*I
-3.141592653589793	-20.526652397756138-4.775795777515381*^-16*I
-3.141592653589793	-20.44380060573645-4.707924813206873*^-15*I
-3.141592653589793	20.443800605736442+1.4651243990714317*^-15*I
-3.141592653589793	20.417891463658787+3.011024320830978*^-15*I
-3.141592653589793	-20.417891463658638+6.1416932702855345*^-15*I
-3.141592653589793	20.281253372434414-4.5991818303623565*^-15*I
-3.141592653589793	-20.28125337243416+1.5374968494390023*^-17*I
-3.141592653589793	20.235829716679408+4.663461500985276*^-15*I
-3.141592653589793	-20.2358297166794-2.181482081886319*^-15*I
-3.141592653589793	-20.188543825596064-2.5087989702334455*^-15*I
-3.141592653589793	20.18854382559604-4.163321799339898*^-15*I
-3.141592653589793	-20.164314632135522-1.734761661440228*^-17*I
-3.141592653589793	20.16431463213542+6.313832647599705*^-16*I
-3.141592653589793	-20.135972762920318-6.752866917241214*^-16*I
-3.141592653589793	20.135972762920307+1.3970644275007298*^-15*I
-3.141592653589793	-20.026729995822276+2.985393494452363*^-16*I
-3.141592653589793	20.02672999582227+7.00048650864508*^-15*I
-3.141592653589793	20.00013852608841-1.4394778981182988*^-15*I
-3.141592653589793	-20.00013852608828+2.8260158892918625*^-15*I
-3.141592653589793	19.937774152766004+3.869183134130673*^-15*I
-3.141592653589793	-19.937774152765908+2.939965500181696*^-17*I
-3.141592653589793	19.828282183939645-7.387363347138654*^-15*I
-3.141592653589793	-19.8282821839396-2.006160576409037*^-15*I
-3.141592653589793	19.79795676118863+2.3554356765437277*^-15*I
-3.141592653589793	-19.7979567611885-1.506033186928842*^-15*I
-3.141592653589793	-19.737890163572043+1.3497781808573969*^-15*I
-3.141592653589793	19.73789016357204+9.939922470559319*^-16*I
-3.141592653589793	19.666937409350407-2.6892271909217298*^-15*I
-3.141592653589793	-19.666937409350385-7.792241203641674*^-16*I
-3.141592653589793	-19.537056493437387-2.165724101555025*^-16*I
-3.141592653589793	19.53705649343738+1.5925894217032186*^-15*I
-3.141592653589793	-19.492997418312964-1.673787794146433*^-15*I
-3.141592653589793	19.49299741831291+4.1863952921685786*^-16*I
-3.141592653589793	19.467786546081392+3.578660935036174*^-16*I
-3.141592653589793	-19.467786546081253-8.725245864538209*^-16*I
-3.141592653589793	19.398920280693684-1.3293437477242638*^-15*I
-3.141592653589793	-19.398920280693638+5.657226369578992*^-16*I
-3.141592653589793	-19.31131368691735+4.49526131459565*^-16*I
-3.141592653589793	19.311313686917195+5.2880406536566674*^-15*I
-3.141592653589793	-19.26663008517364-3.6432109547177536*^-15*I
-3.141592653589793	19.26663008517363+2.6712792981975278*^-15*I
-3.141592653589793	19.178092233373697+2.736616835549786*^-15*I
-3.141592653589793	-19.17809223337367-1.2402666102018324*^-15*I
-3.141592653589793	19.17186399287125+5.612948740358919*^-15*I
-3.141592653589793	-19.171863992871163+1.361604916777475*^-15*I
-3.141592653589793	-19.149670583618466-1.2800553222230432*^-15*I
-3.141592653589793	19.149670583618388+6.850351855534217*^-15*I
-3.141592653589793	19.100978505477723+5.337224370097924*^-15*I
-3.141592653589793	-19.100978505477705-3.5177480204775567*^-15*I
-3.141592653589793	-19.038647861100948+5.368700617132234*^-16*I
-3.141592653589793	19.038647861100856-2.6649792718214517*^-15*I
-3.141592653589793	18.954983356578317+3.5460419443584395*^-15*I
-3.141592653589793	-18.954983356578254+8.883980308663684*^-16*I
-3.141592653589793	-18.894934627645053-1.864416805431395*^-15*I
-3.141592653589793	18.894934627645004+8.861925638924349*^-16*I
-3.141592653589793	-18.834523612195824-2.9421897008006483*^-15*I
-3.141592653589793	18.83452361219577-1.9181339128839096*^-16*I
-3.141592653589793	18.794608405150967-3.1864514568789413*^-15*I
-3.141592653589793	-18.79460840515077-3.4951473604112108*^-15*I
-3.141592653589793	18.72809242126916-1.5314123610287635*^-15*I
-3.141592653589793	-18.728092421269118+1.2685151840931372*^-15*I
-3.141592653589793	-18.70451352811701+3.3750259051147638*^-15*I
-3.141592653589793	18.704513528116983-2.027254844529594*^-15*I
-3.141592653589793	-18.627040615804635-7.492432103926352*^-18*I
-3.141592653589793	18.627040615804557-2.0993484367360738*^-15*I
-3.141592653589793	18.514419716300527-1.8758621612378274*^-15*I
-3.141592653589793	-18.514419716300445+2.0710348095978608*^-15*I
-3.141592653589793	18.43728530888889+2.407393946162879*^-16*I
-3.141592653589793	-18.437285308888686+3.1151177097873985*^-15*I
-3.141592653589793	-18.408750753408516-1.7167155575993969*^-15*I
-3.141592653589793	18.408750753408473-8.900107427413317*^-15*I
-3.141592653589793	18.343075174926355-7.211120490317867*^-15*I
-3.141592653589793	-18.343075174926213+3.91724700282827*^-15*I
-3.141592653589793	-18.28058554576824-6.634226228226739*^-15*I
-3.141592653589793	18.280585545768176+1.1702976878156478*^-15*I
-3.141592653589793	-18.23183153636754-2.859803844597659*^-15*I
-3.141592653589793	18.23183153636736+2.038544027427612*^-15*I
-3.141592653589793	-18.166789024208718-3.144376743130717*^-16*I
-3.141592653589793	18.16678902420849-4.025833107398607*^-15*I
-3.141592653589793	18.11814453252227-4.372692757486373*^-15*I
-3.141592653589793	-18.118144532522173-2.2230738621890493*^-15*I
-3.141592653589793	-18.082547650427568+3.564045940469052*^-15*I
-3.141592653589793	18.082547650427408-1.7844704367221878*^-15*I
-3.141592653589793	18.03840187703936-4.2397754583936426*^-16*I
-3.141592653589793	-18.038401877039295-1.779902156436425*^-15*I
-3.141592653589793	18.018841278543725+4.3441182818044697*^-16*I
-3.141592653589793	-18.018841278543587-4.4150887737761036*^-16*I
-3.141592653589793	-17.948962555124837-1.8180270911540832*^-15*I
-3.141592653589793	17.948962555124687+3.668445722980522*^-15*I
-3.141592653589793	17.920892879677922-7.951829058461247*^-15*I
-3.141592653589793	-17.92089287967779+7.065717357108849*^-17*I
-3.141592653589793	17.88018913141301-1.4384421565798361*^-15*I
-3.141592653589793	-17.880189131412997+1.6465430250179754*^-15*I
-3.141592653589793	-17.865078819948728-2.683297960633287*^-15*I
-3.141592653589793	17.8650788199487+1.466408395153411*^-15*I
-3.141592653589793	17.759514462881405+8.989659443424973*^-16*I
-3.141592653589793	-17.75951446288134+2.220444602424549*^-15*I
-3.141592653589793	-17.68972440098875-5.157098186806066*^-15*I
-3.141592653589793	17.689724400988467+5.329069943584848*^-15*I
-3.141592653589793	-17.624785067892894-3.94880171834375*^-15*I
-3.141592653589793	17.624785067892887+1.6988749993216696*^-15*I
-3.141592653589793	-17.58332134691427-3.553428625337772*^-15*I
-3.141592653589793	17.583321346914186+9.903266625619723*^-17*I
-3.141592653589793	17.528940852600705+2.5947329822668065*^-15*I
-3.141592653589793	-17.528940852600552-1.9984801974202647*^-15*I
-3.141592653589793	17.495392274460144-3.559157495010301*^-15*I
-3.141592653589793	-17.49539227446001-8.764297301959009*^-16*I
-3.141592653589793	17.403375728646292-2.8495580629565726*^-15*I
-3.141592653589793	-17.403375728646147-1.778400745347563*^-15*I
-3.141592653589793	-17.313039482824003+9.163169458868874*^-16*I
-3.141592653589793	17.313039482823758+3.554011712623507*^-15*I
-3.141592653589793	-17.233688130242403-3.594536051734078*^-15*I
-3.141592653589793	17.233688130242264+8.320644735042457*^-18*I
-3.141592653589793	-17.216463277345127-1.9984013857895914*^-15*I
-3.141592653589793	17.216463277344932-3.655810753938444*^-16*I
-3.141592653589793	17.17163917759687-3.3537721627669467*^-15*I
-3.141592653589793	-17.17163917759681-9.49062570711039*^-16*I
-3.141592653589793	17.11651185103778+1.02522647103741*^-15*I
-3.141592653589793	-17.11651185103768-8.866666765739463*^-16*I
-3.141592653589793	-17.048597540136672+1.3772826423340782*^-15*I
-3.141592653589793	17.048597540136583+1.948065219891462*^-15*I
-3.141592653589793	-16.997443191004333-1.7473274986799044*^-15*I
-3.141592653589793	16.997443191004326+2.8916477409563372*^-15*I
-3.141592653589793	-16.97010091405725+6.870778557792169*^-16*I
-3.141592653589793	16.970100914057113-1.6174724017571405*^-15*I
-3.141592653589793	16.929224286401006-2.10742389801945*^-15*I
-3.141592653589793	-16.929224286400938+1.0160164756286536*^-15*I
-3.141592653589793	-16.88502779214004+1.3950211872433987*^-15*I
-3.141592653589793	16.885027792139987-2.8881953029495998*^-15*I
-3.141592653589793	-16.86301212508556+6.837444853929214*^-16*I
-3.141592653589793	16.86301212508539-1.112473982598208*^-15*I
-3.141592653589793	-16.810441515447486+9.63320269967601*^-15*I
-3.141592653589793	16.810441515447426+3.943012795976562*^-15*I
-3.141592653589793	16.766929091107887-9.979123975851158*^-15*I
-3.141592653589793	-16.76692909110765-3.292921728117385*^-15*I
-3.141592653589793	-16.732386357126394-8.881596282474348*^-15*I
-3.141592653589793	16.732386357126327-9.537332940401653*^-20*I
-3.141592653589793	16.69602629502166+4.025284684666386*^-16*I
-3.141592653589793	-16.696026295021483+3.811849131548747*^-15*I
-3.141592653589793	16.630660535863758+1.0873803208648111*^-16*I
-3.141592653589793	-16.630660535863694-1.1040146336940788*^-15*I
-3.141592653589793	-16.570819469776925+2.638910242601254*^-15*I
-3.141592653589793	16.570819469776897-6.22061589944151*^-15*I
-3.141592653589793	-16.54078089891001-1.1076965297037053*^-15*I
-3.141592653589793	16.540780898909937-2.427308500284415*^-15*I
-3.141592653589793	-16.487163413693576-2.1863455278886123*^-15*I
-3.141592653589793	16.48716341369335-1.1205879549623259*^-15*I
-3.141592653589793	-16.452158577216217-5.083913950292828*^-15*I
-3.141592653589793	16.45215857721605-3.040046109831386*^-16*I
-3.141592653589793	-16.357450301903658-4.444897413342136*^-15*I
-3.141592653589793	16.35745030190364-4.294078454062125*^-15*I
-3.141592653589793	-16.289897957847234+2.077899278802489*^-15*I
-3.141592653589793	16.289897957846872-1.111338716827349*^-15*I
-3.141592653589793	-16.26162730101517+2.3020373010321735*^-15*I
-3.141592653589793	16.261627301014922+2.718703528044835*^-15*I
-3.141592653589793	16.24024550783816+2.099027346198809*^-15*I
-3.141592653589793	-16.240245507837976-7.105248177383871*^-15*I
-3.141592653589793	-16.16713201290532-4.879994709336901*^-15*I
-3.141592653589793	16.167132012905213-7.110382185030574*^-15*I
-3.141592653589793	16.087171038035255+7.602836105223948*^-16*I
-3.141592653589793	-16.08717103803515-5.615807152182455*^-15*I
-3.141592653589793	16.04030550891269-4.6224824027513075*^-15*I
-3.141592653589793	-16.040305508912656-1.7540738638801238*^-15*I
-3.141592653589793	-15.993726699352031+1.7612883601949817*^-15*I
-3.141592653589793	15.993726699351967-3.1134239151553734*^-15*I
-3.141592653589793	15.926586819841466-2.9501456451596753*^-15*I
-3.141592653589793	-15.926586819841386+3.201014133254355*^-17*I
-3.141592653589793	15.883124783328247-1.6870553153161122*^-15*I
-3.141592653589793	-15.883124783327975+3.5529966538755495*^-15*I
-3.141592653589793	-15.83295287322137-9.127977127847784*^-16*I
-3.141592653589793	15.832952873221243-2.6657259998339542*^-15*I
-3.141592653589793	-15.776794014981482-5.585519635826235*^-18*I
-3.141592653589793	15.776794014981443-5.901473997704044*^-21*I
-3.141592653589793	15.728531316669383-1.9229189612707404*^-15*I
-3.141592653589793	-15.728531316669368+5.2887099760774024*^-18*I
-3.141592653589793	15.704624980395558+9.419184530532075*^-15*I
-3.141592653589793	-15.704624980395524-3.72728837668344*^-15*I
-3.141592653589793	15.677387023617259-2.5901990042801087*^-16*I
-3.141592653589793	-15.677387023617205-1.153708390186359*^-15*I
-3.141592653589793	-15.64240632517075-5.331781466269954*^-15*I
-3.141592653589793	15.64240632517071+2.1689944212508042*^-15*I
-3.141592653589793	15.605035909889182+8.469915391707991*^-15*I
-3.141592653589793	-15.605035909889134-3.1196787616488795*^-15*I
-3.141592653589793	15.54073316726165-1.3539587746976448*^-16*I
-3.141592653589793	-15.540733167261484-3.686225841048179*^-15*I
-3.141592653589793	15.527787082086917-2.2656820237873143*^-15*I
-3.141592653589793	-15.5277870820868+4.02518468968364*^-15*I
-3.141592653589793	15.496013766235922-3.283071418812449*^-15*I
-3.141592653589793	-15.496013766235903+4.612942232206847*^-15*I
-3.141592653589793	15.462745079878736+8.615407118432037*^-16*I
-3.141592653589793	-15.462745079878635+3.9923203852976326*^-15*I
-3.141592653589793	15.392651053269852+4.964431162601237*^-20*I
-3.141592653589793	-15.392651053269724+4.193782714112116*^-15*I
-3.141592653589793	15.364388331993478+3.0088593623513225*^-15*I
-3.141592653589793	-15.36438833199331-2.0449672831086345*^-15*I
-3.141592653589793	-15.323328605846537+2.4411277182706306*^-15*I
-3.141592653589793	15.32332860584653-1.220788321218572*^-15*I
-3.141592653589793	15.296480291867097-2.6715511890969645*^-15*I
-3.141592653589793	-15.296480291867004+5.223722448869773*^-15*I
-3.141592653589793	15.253725274208968+2.969545127815423*^-15*I
-3.141592653589793	-15.253725274208865+3.3607272480146156*^-15*I
-3.141592653589793	-15.157318424109535-3.325130755195599*^-15*I
-3.141592653589793	15.157318424109492-3.133831847869883*^-15*I
-3.141592653589793	-15.132386424386826+2.179928671177377*^-16*I
-3.141592653589793	15.132386424386787+1.1105382173802709*^-15*I
-3.141592653589793	15.087718573091195+1.236487813628753*^-15*I
-3.141592653589793	-15.08771857309105-4.964671658893777*^-15*I
-3.141592653589793	15.057855480315276-9.692701252511726*^-16*I
-3.141592653589793	-15.05785548031519-2.584702787898388*^-15*I
-3.141592653589793	14.99565975172716-1.7693409089015263*^-15*I
-3.141592653589793	-14.995659751727136+2.6793993184817235*^-16*I
-3.141592653589793	14.934685804218155+1.352021173770239*^-15*I
-3.141592653589793	-14.9346858042181+2.351162342842399*^-15*I
-3.141592653589793	14.883876705991296+5.329071101465439*^-15*I
-3.141592653589793	-14.883876705991161+8.672894776012306*^-16*I
-3.141592653589793	-14.835141104574735-1.7234704737431151*^-15*I
-3.141592653589793	14.83514110457464+2.358590718440101*^-15*I
-3.141592653589793	-14.80010725503961-1.7518453692880168*^-15*I
-3.141592653589793	14.800107255039435+6.392451327550843*^-16*I
-3.141592653589793	14.756536106916831-7.675410207666721*^-15*I
-3.141592653589793	-14.756536106916812-5.534286848521134*^-15*I
-3.141592653589793	-14.706729513274293-1.777545284664141*^-15*I
-3.141592653589793	14.706729513274203-6.080569011398888*^-17*I
-3.141592653589793	14.631945270381177+2.142275222924073*^-15*I
